frequency,fan_speed,context-switch,cpu-migration,page_fault,cycles,pc1,pc2,instructions,branches,branch-misses,cacher,io,lid,cache-misses,Second,core_2,core_3,core_4,core_1
2926000,2848,66,0,459,2928143568,1647640318,482754796,3565745249,343950015,10600192,6264623,0,1638379647,959574,2,75,65,69,72
2926000,2848,64,0,570,2926884279,1658600529,451410825,3567520347,332366904,11269727,6942817,1,1592001068,1023388,3,75,65,69,72
2926000,2848,64,0,7,2928317623,1663974703,526314437,3452557083,318380319,10948248,6999495,0,1624139222,867988,4,75,67,68,74
2926000,2848,64,0,0,2927035172,1672645286,484230900,3511033001,309560939,11452524,7048791,0,1597473688,916585,5,75,67,68,74
2926000,2848,65,0,1032,2928366079,1628958465,514352175,3515281998,332922246,11631342,6482885,1,1576448648,834625,6,77,66,70,74
2926000,2848,64,0,280,2927187067,1678425366,473847702,3544303940,317722168,11364527,7225490,0,1603105334,688748,7,77,66,70,74
2926000,2848,66,0,377,2927547730,1678773223,508552419,3438277042,323842660,10507882,6841675,1,1541473709,1415682,8,77,67,69,74
2926000,2848,64,0,127,2926711404,1681882392,468068918,3471931005,327389934,11157929,7617438,0,1607783902,802042,9,77,67,69,74
2926000,2848,65,0,2,2927453139,1635409473,459438155,3507656836,350750074,10429419,6903811,0,1589802390,909285,10,78,72,72,75
1862000,2848,64,0,0,1863958542,1028210829,256069502,2330369400,232490678,7276611,3890057,1,1042048975,363097,1,78,72,72,75
1862000,2848,64,0,6,1862124621,1039290800,293465413,2223087920,217047682,7378611,4222365,1,1035672582,708178,2,70,64,66,68
1862000,2848,64,0,143,1861131310,1041300883,298009592,2232683658,213702019,7150891,3810836,0,1008586861,724545,3,70,64,66,68
1862000,2836,66,0,425,1862194599,1035287986,291770216,2263960765,210166815,7596099,4459162,1,1000331666,730811,4,69,65,66,67
1862000,2836,64,0,1813,1861183538,1040193483,309365084,2237677148,203659674,6478086,3762706,0,1015945783,1154442,5,69,65,66,67
1862000,2848,65,0,2106,1862073990,1031978569,260621307,2372533130,253724626,5602328,2570782,1,1125985099,482146,6,68,63,65,67
1862000,2848,64,0,2371,1861207276,1039899609,291035306,2244863877,220347765,6496021,8878076,0,1037015914,953133,7,68,63,65,67
1862000,2836,65,0,492,1862251366,1076855866,307549739,2143765331,194963328,7818339,5675925,0,968358742,1049069,8,67,63,63,66
1862000,2836,66,0,1185,1861255671,1051766444,274562608,2292349863,228704934,5915537,3264823,1,1042266271,977735,9,67,63,63,66
1862000,2848,65,0,70,1862166244,1073872726,325509072,2244451058,226119823,5706873,3095606,0,1019895097,1001745,10,67,62,63,66
2660000,2848,64,0,1217,2662464302,1550456537,499148896,3274796314,292191548,6930734,4706259,12,1487388651,2462130,1,71,63,64,70
2660000,2848,65,0,1930,2661177405,1557573410,502549123,3239121078,294350896,6538059,3889309,0,1506176323,2222080,2,71,63,64,70
2660000,2848,64,0,3003,2660143349,1552916526,511177337,3096462371,297109431,8578656,9619027,1,1416057905,2715625,3,72,64,64,70
2660000,2836,64,0,0,2660577650,1523977914,496760410,3179375916,294014835,8770863,11939858,0,1388281601,2353974,4,72,64,64,70
2660000,2836,64,0,1101,2660310206,1516431222,451184038,3171956219,289788543,9724477,9736410,2,1392005880,2064540,5,73,66,67,71
2660000,2848,66,0,1607,2661052837,1569950960,460154637,3133951810,292714498,8244927,4300126,0,1378296793,1709372,6,73,66,67,71
2660000,2848,64,0,185,2660735997,1583104252,358420259,3245353084,352677458,5913498,4426154,2,1483134923,806912,7,74,64,66,71
2660000,2848,64,0,249,2660655259,1514077606,501983780,3110693627,294898756,9543278,5539807,2,1393423517,1923351,8,74,67,70,72
2660000,2848,64,0,0,2660162455,1524058479,435154457,3196794535,303640301,10084187,5321683,0,1422452696,1187787,9,74,67,70,72
2660000,2848,65,0,0,2660701804,1451750350,429463677,3223843291,311416276,10208511,6703738,1,1462719243,609913,10,74,66,70,72
3060000,2848,64,0,0,3194026965,1818484415,607803961,3779639715,332137903,12105335,6726819,18,1781926547,1285376,1,74,66,70,72
3060000,2848,65,0,0,3193816663,1804452376,566149950,3877517857,331032235,11173866,5620165,2,1736955580,1491576,2,82,70,71,79
3060000,2848,64,0,0,3193041861,1841320189,613128593,3771642851,317234620,11179774,7298440,0,1743457297,1193052,3,82,70,71,79
3060000,2836,65,0,0,3193764342,1756044045,500490203,3976995053,374565102,13521067,7478135,2,1799842600,530643,4,83,69,75,80
3060000,2836,64,0,0,3192919642,1806974854,582812786,3829457186,339380468,12283619,5903982,0,1691574113,1631521,5,83,69,75,80
3060000,2836,65,0,0,3193809516,1833124802,570408531,3813645512,350336276,12645318,6930319,1,1723867077,1270170,6,85,70,74,81
3060000,2836,64,0,0,3192704685,1732260465,482989165,3997969125,374684056,12766587,6088474,0,1799035184,708875,7,85,70,74,81
3060000,2848,66,0,0,3193759936,1840705768,584221921,3798066236,348616411,12837167,7299367,2,1721810795,1456283,8,86,71,75,82
3060000,2848,64,0,99,3193010571,1833201865,582015703,3782605435,333201338,11757328,5884805,0,1700492882,1671735,9,86,71,75,82
3060000,2836,61,0,199,3183316567,1747025954,491751526,3926925579,359003826,12474825,5937569,10666,1725782510,707846,10,87,72,77,82
1596000,2836,64,0,357,1596273259,882538670,247808019,1953719476,182804848,7272692,3711042,1,886203753,694954,1,87,72,77,82
1596000,2848,65,0,18,1594191934,898026882,274602940,1889047908,164398345,7197989,4473856,1,859614453,1059943,2,72,66,70,70
1596000,2848,64,0,5,1627196785,867490596,230396702,2006709351,188449138,6926543,3674156,10665,839871632,531299,3,71,65,68,69
1596000,2848,65,0,772,1595258410,864185895,223269943,1998254675,196695918,6447510,3699606,0,897311662,367890,4,71,65,68,69
1596000,2848,64,0,136,1594934670,923710602,295440936,1834920952,153629229,6610801,3559914,2,827584024,1380826,5,69,64,66,67
1596000,2848,65,0,0,1595221514,870022010,251531068,1927107450,178656558,6819437,4411263,0,895522687,406076,6,69,64,66,67
1596000,2848,64,0,252,1595002450,866754338,230079445,2013752829,201600040,7134039,3319255,2,910726933,452600,7,68,63,65,67
1596000,2836,64,0,365,1595638362,910076779,288599868,1866874383,150888478,6030066,2935601,0,818456581,1420759,8,68,63,65,67
1596000,2836,64,0,0,1594694408,861857013,226423983,1985387855,192222487,6999726,3918383,1,899918462,563335,9,67,63,63,66
1596000,2848,67,0,0,1595302753,862671339,202915852,2012937138,212801482,7208514,3582413,0,908383952,302159,10,67,62,63,66
2394000,2848,64,0,419,2395033917,1366497322,425346042,2848282932,264640432,9172067,4483315,20,1229046817,1443238,1,67,62,63,68
2394000,2836,64,0,62,2394685636,1331406426,365208030,2939184112,300280516,9681880,4714999,1,1328171817,724661,2,70,64,65,68
2394000,2836,63,0,296,2393938581,1284838831,361593691,2946782754,299831372,9696785,4410797,2,1351973732,557721,3,70,64,65,69
2394000,2848,65,0,478,2394748245,1409319002,481308519,2746233882,244750177,9985968,5039317,0,1239461102,1726602,4,71,65,65,69
2394000,2848,64,0,180,2393677289,1295030038,354539084,2967451306,293662632,9384016,5811902,2,1320061228,555550,5,71,65,65,70
2394000,2836,65,0,410,2394630108,1326209858,387927466,2868763065,275159293,10166024,5180063,0,1308907406,952726,6,72,65,66,70
2394000,2836,64,0,70,2393674799,1363136033,426025986,2821289440,259507088,9185780,4774049,2,1248800782,1361775,7,72,65,66,70
2394000,2836,66,0,166,2394565144,1311111651,352456711,2925394295,298663362,11401562,5492814,0,1339560986,641635,8,72,64,71,70
2394000,2836,63,0,592,2394025344,1392039022,513459776,2723880317,226996720,8622953,4554682,0,1186481967,1759964,9,72,64,71,70
2394000,2824,64,0,86,2394848837,1345305097,366905876,2923806928,286733641,10164178,6043392,1,1343317089,641977,10,71,67,66,70
2128000,2824,65,0,3560,2130335036,1179555990,294865396,2708951306,266645902,7180033,4428887,5,1200688031,562339,1,71,67,66,70
2128000,2836,67,0,4442,2127907716,1201176240,331102719,2627278272,240246589,6935464,4066346,1,1218090514,1016601,2,70,64,65,68
2128000,2836,65,0,3632,2127482044,1196529078,305969412,2750517671,271701985,4577227,3348728,0,1268311987,1509661,3,69,63,64,68
2128000,2836,64,0,2241,2127484222,1229687282,354519195,2477461437,242702446,7448629,7893791,0,1175634495,1863025,4,69,63,64,68
2128000,2836,64,0,523,2127268431,1222317231,360132058,2595798582,236318558,6324963,8212683,1,1158437106,1369005,5,69,63,64,67
2128000,2836,65,0,281,2127937659,1212622210,313589069,2643810690,279767672,6158273,4256102,0,1180938090,1277956,6,69,63,64,67
2128000,2836,64,0,1313,2127395155,1225798376,309627260,2640005372,274142154,5138177,2936144,0,1191365978,1424602,7,69,63,64,67
2128000,2848,65,0,4,2127766055,1199661895,321485905,2629292949,266819578,7387246,4891375,1,1201291056,816897,8,69,63,64,67
2128000,2848,64,0,2,2127314557,1187789456,339446939,2605884422,249207496,7678645,4585008,0,1152505975,831469,9,69,63,65,67
2128000,2836,66,0,7,2127916999,1205319235,311982324,2738169046,284198727,5382881,3030603,1,1283342870,1070487,10,69,63,65,67
2926000,2836,64,0,0,2928725416,1715235562,536088217,3372989048,320837503,9500870,8723739,0,1521590616,1263132,1,73,64,65,71
2926000,2986,63,0,68,2928080534,1642908397,482535263,3547369459,352541595,10054081,5990637,1,1609735554,1305820,2,73,64,65,71
2926000,2986,64,0,0,2927349365,1686563260,540737605,3501823981,303717840,10330080,5520846,0,1574022173,1284007,3,75,65,68,72
2926000,2986,66,0,0,2928231748,1674672954,501654025,3625317101,333635870,9154509,5755401,1,1679520484,693312,4,75,65,68,72
2926000,2986,64,0,0,2927401707,1659680600,509495982,3592142690,314850647,10647451,7902751,0,1640025359,864545,5,76,66,68,74
2926000,3000,64,0,0,2928025109,1698014969,584011660,3486377048,269700845,9289947,5343190,0,1628812463,1499967,6,76,66,68,74
2926000,3000,64,0,539,2927178172,1677981576,487287359,3528911447,337809685,9538426,6136147,1,1675260206,1281358,7,76,66,68,73
2926000,2986,65,0,979,2928059059,1734218657,560629165,3415841584,293693934,9691083,14120833,0,1533763526,1309143,8,76,66,68,73
2926000,2986,65,0,904,2926409561,1670769000,526390624,3570523774,349590013,9162679,5423380,0,1638982173,1333429,9,76,66,68,74
2926000,3000,65,0,0,2927647098,1745994238,481715752,3415408677,308254336,9844997,4197248,1,1515018042,1092249,10,76,67,68,74
1862000,3000,64,0,0,1863621486,1086643386,249767117,2335583248,232618121,5213578,2020852,1,977727144,508971,1,70,67,68,68
1862000,2986,66,0,4,1862075763,1072875733,315969988,2265621192,196707163,5366362,3107779,0,1025712704,1180416,2,70,63,65,68
1862000,2986,63,0,0,1861273728,1024224129,221922599,2582540789,274400365,3054312,1866612,0,1235180142,539636,3,69,63,65,67
1862000,3000,65,0,241,1861940470,1041758246,285694816,2288057752,216561467,6465096,5218422,1,1027989693,860342,4,69,63,64,67
1862000,3000,64,0,0,1861011278,1078541977,327479408,2304540312,203434174,5589777,8589977,0,1030117386,1128779,5,67,62,64,66
1862000,2986,64,0,0,1862177371,1066144240,303306467,2204158070,205487326,6344696,10556595,1,1039087490,499171,6,67,62,62,66
1862000,2986,62,0,0,1861311329,1062866188,303124026,2292495700,204528736,5490958,3176987,0,1020793599,926532,7,67,62,62,66
1862000,2986,64,0,55,1862073441,1056310837,303780766,2269105620,217084688,6160626,3576938,0,1041693020,996663,8,67,62,63,66
1862000,2986,63,0,1981,1861110279,1110446375,375325565,2135898344,182169435,5671703,4142961,1,965514372,2258611,9,67,62,63,66
1862000,3000,65,0,3898,1862328189,1072510636,259549092,2455796383,213330397,4190446,2241109,0,1120770077,1364320,10,67,62,62,66
3060000,3000,64,0,111,3194429663,1837738049,465728301,4265720369,453537243,4579822,4299234,1,2010390681,1820590,1,77,65,62,74
3060000,2973,66,0,1499,3193775947,1889116377,576408375,3672357267,302034922,8485555,8150174,2,1644254258,1524112,2,78,65,67,75
3060000,2973,64,0,2795,3192842424,1935567118,549879801,3576009937,368248453,9289090,17628585,0,1650900167,3078479,3,78,65,67,75
3060000,2986,65,0,590,3193708854,1920418060,588548464,3612654358,335979983,10315766,5922456,1,1580294313,1680135,4,80,68,70,77
3060000,2986,64,0,0,3192736534,1880764110,613027884,3714518315,326317978,8510035,17389458,0,1756114253,1697995,5,80,68,70,77
3060000,2973,63,0,44,3193899133,1864456071,539106351,3749613660,345367762,7861286,8655365,2,1692941464,1640466,6,82,68,70,78
3060000,2973,64,0,2211,3192771559,1926007547,644792294,3600379344,314158181,9889395,18463323,0,1590704933,3737682,7,82,68,70,78
3060000,2986,67,0,178,3193870408,1914278379,437817127,3823081534,434882367,6173705,4548978,2,1756421178,1081585,8,83,69,71,78
3060000,2986,64,0,0,3193387784,1891442184,569329203,3803312778,372803363,7768408,6016511,0,1712232373,1826093,9,83,69,71,78
3060000,2986,64,0,33,3193823331,1856158765,604179926,3798907944,348401497,10300021,6955272,2,1669790712,2402582,10,83,71,74,79
2394000,2986,64,0,0,2395912061,1346332737,411160770,2889836538,262160724,8501252,4861396,17,1295931434,1139887,1,83,71,74,79
2394000,3000,65,0,0,2394918847,1373004385,446026442,2910076297,260051821,7301942,4624552,2,1327093154,1025283,2,75,66,70,72
2394000,3000,64,0,0,2393984833,1313391831,375058997,2987121086,307533648,8964576,9755629,0,1350355920,457516,3,75,66,70,72
2394000,2986,64,0,0,2394678250,1404551814,432114444,2882378164,260369984,6599838,4115340,1,1262865335,2364405,4,74,65,68,71
2394000,2986,64,0,0,2393716238,1379894732,316599298,3052053006,307733927,4948104,3505047,0,1419915338,986375,5,74,65,68,71
2394000,2973,63,0,0,2394801091,1378354359,392126789,2791880889,284978494,8902082,6873545,2,1238398707,1274339,6,72,65,68,70
2394000,2973,63,0,0,2393807535,1408434017,466643195,2874835722,265697958,6355546,15270664,2,1337201270,1564375,7,72,64,68,70
2394000,2973,63,0,0,2394573370,1403220791,447267369,2772160407,259724397,7996854,7082350,0,1252120273,1513313,8,72,64,68,70
2394000,2973,62,0,0,2393914338,1374961949,350263495,2914164413,302109459,7361213,8013370,2,1297986875,1600986,9,71,65,65,70
2394000,2986,65,0,0,2394655225,1434243153,434501940,2808852277,287673833,6234062,3872566,0,1287842841,1244357,10,71,65,65,70
2128000,2986,65,0,1,2129908945,1205638267,388717329,2542303554,227640307,7365135,4192376,19,1118637983,2007222,1,70,65,65,69
2128000,3000,64,0,0,2128319697,1170989696,311647760,2662652041,266788106,8043500,5327309,0,1182814338,460802,2,70,65,65,69
2128000,3000,65,0,0,2127903763,1232898181,398667834,2586795938,214447964,6658782,4271189,2,1171651004,1654640,3,70,63,66,68
2128000,2986,65,0,0,2128175864,1213037991,315716806,2820315160,259971691,3878187,3054525,18,1331225919,779287,4,70,63,66,68
2128000,2986,63,0,0,2127786509,1220001275,343731010,2679126343,257849038,6003797,11663753,1,1212740797,605497,5,70,63,64,67
2128000,2986,63,0,0,2128608100,1233207728,348640104,2572126543,228621307,7318547,13163572,0,1177940423,662839,6,70,63,64,67
2128000,2986,65,0,0,2127668635,1190317779,346581066,2674449886,249226516,6148171,3833226,2,1191910751,790298,7,69,66,65,67
2128000,2986,65,0,0,2128351772,1206740166,331893056,2630620859,234189368,7063907,5583724,0,1202018029,774877,8,69,66,65,67
2128000,2986,64,0,0,2127718393,1158502536,319274034,2660686405,261910130,7978347,4398846,2,1238844158,824802,9,69,62,64,67
2128000,2973,64,0,497,2128040600,1266560578,420747416,2508332699,204029498,5820344,4286679,0,1128363888,2469592,10,69,62,64,67
1596000,2973,64,0,581,1595757746,877967228,177040314,2241315115,219883850,3653802,1200161,19,1003338080,910454,1,67,62,63,65
1596000,2986,67,0,0,1594698975,883197548,148438877,2364820709,283107750,1184076,414996,2,1148523954,193956,2,67,62,63,65
1596000,2986,62,0,62,1594348517,884581325,183601788,2253665437,237624226,1857798,2659827,2,1096102441,363015,3,66,61,61,64
1596000,2986,64,0,991,1594019167,906528237,248412962,1951498350,174230733,5371256,5199526,0,892719509,816003,4,66,61,61,64
1596000,2986,64,0,2994,1594120377,900001819,253018658,1873933595,174665392,5743380,8146403,2,864313708,1330585,5,65,61,61,64
1596000,3000,65,0,1276,1594401369,916660420,207589099,2066128751,223836523,4092470,12082079,0,909066933,860254,6,65,61,61,64
1596000,3000,64,0,0,1593911369,898690722,276744436,1990178558,170209484,5087403,8845081,0,941516058,1231722,7,65,61,61,64
1596000,2986,62,0,0,1594090785,885376518,230128272,2048548500,191178585,4670018,6682825,1,898445952,1473654,8,65,60,61,63
1596000,2986,63,0,0,1594168025,932709675,283305529,1876301758,154838290,6019246,4953931,0,825500734,1485406,9,65,60,61,63
1596000,2986,63,0,0,1594278178,992188395,237134969,1658589653,148360546,7066637,24114086,1,830889559,547661,10,64,60,61,63
2660000,2986,65,0,1631,2661824345,1521188677,462430562,3167835766,278378457,9362680,12018221,0,1447187795,1528867,1,64,60,61,63
2660000,2986,64,0,65,2661849782,1616278806,356091882,3205538240,340661008,4010155,3294250,1,1463318555,660373,2,70,62,62,68
2660000,2986,64,0,12,2661063500,1587510418,507863253,3133331228,271829375,6724526,4658367,0,1394480648,1854149,3,71,62,64,69
2660000,2986,66,0,118,2661446647,1553432663,592580745,3040745714,275876892,8960606,5569435,1,1412423704,2186625,4,71,62,64,69
2660000,2986,64,0,0,2660456578,1532050708,386224710,3458759449,334946699,5460482,4487701,0,1554623642,1536323,5,72,63,65,69
2660000,2986,63,0,0,2661463390,1522692968,410681865,3286451662,332227262,8679345,13401308,0,1469306622,960509,6,72,63,65,69
2660000,2986,62,0,0,2660889394,1511709643,388795212,3210204888,320747036,9111198,14848269,1,1443262833,483764,7,71,63,64,69
2660000,2986,65,0,0,2661778436,1540887966,489613756,3172668357,302921565,8568477,4825656,0,1420078025,1658236,8,71,63,64,69
2660000,2986,65,0,0,2660471243,1553400692,475828326,3175450654,292618911,8965406,5678805,0,1388154233,2049810,9,72,64,67,70
2660000,2986,82,1,5218,2661092844,1331880498,517604118,3599616759,567739046,8550805,3636460,5,1602234705,1895703,10,72,64,67,70
2394000,2986,85,0,5054,2396245575,1365442483,270135598,3368307186,294468368,2933529,2459428,0,1611826118,649510,1,72,71,66,72
2394000,3054,86,0,0,2394454509,1411264911,376321555,2943440948,219748863,5500050,4593932,1,1385039127,1525075,2,72,71,66,72
2394000,3054,84,0,0,2394005367,1402965813,348461400,3110981927,243398907,4990347,10564639,0,1446053501,1078497,3,73,71,68,72
2394000,3054,84,0,0,2394723131,1399482495,361809122,2958462799,217445114,6664639,10127612,1,1399778391,1115042,4,73,71,68,72
2394000,3054,84,0,0,2394248415,1343727231,316018093,3082492216,224899561,5811826,3505456,0,1430756060,1041003,5,73,71,68,72
2394000,3054,86,0,115,2394635019,1398942540,378062711,2997011170,193486262,5861809,2960549,0,1302260609,1915263,6,73,71,68,72
2394000,3054,85,0,148,2393502354,1409901749,442057006,2883418255,199044571,5236010,3629479,1,1425036263,1737545,7,73,71,67,73
2394000,3054,85,0,65,2394785233,1361946951,264912975,3379356553,273976731,3582158,1286147,0,1537680441,1188682,8,73,71,67,72
2394000,3054,85,0,59,2394138804,1423353327,365793971,3165844450,244150513,3510674,1535475,0,1467029949,1464896,9,73,71,67,72
2394000,3068,87,0,65,2394387042,1397196834,354626322,3019843680,184442021,5535020,3708216,1,1306934767,1578507,10,73,71,67,72
1862000,3068,85,0,78,1863148282,1099609920,269295575,2352236772,190018521,3850399,7412168,0,1092120194,987061,1,73,71,67,72
1862000,3054,85,0,65,1862121372,1079753153,260533611,2417604931,171140962,4095343,7206572,1,1085350062,1572406,2,69,68,65,69
1862000,3054,86,0,25,1861107540,1077601399,275787569,2371337719,172875154,4487602,4849114,0,1093250290,1134190,3,69,68,65,69
1862000,3068,86,0,15,1861775561,1073854259,251085369,2294731096,179103425,6205096,10848498,1,1132657418,843105,4,69,68,66,68
1862000,3068,85,0,10,1861031478,1083504020,210207553,2432724678,200856846,3868249,2245724,0,1096114202,813793,5,69,68,66,68
1862000,3054,85,0,70,1861600223,1040436903,261617158,2400516579,204935916,5767720,2463849,0,1127313592,1085752,6,68,67,64,68
1862000,3054,85,0,39,1860922677,1108627342,320582156,2267237212,139281001,4943917,2876554,1,992184156,1710728,7,68,67,64,68
1862000,3054,87,0,738,1862165551,1049365300,226184314,2530202005,217086761,3879997,2155318,0,1130637469,756425,8,68,67,63,68
1862000,3054,85,0,10,1861183693,1032578895,172902353,2729671540,246688437,2017655,631953,0,1312357958,246085,9,68,67,63,68
1862000,3054,85,0,15,1861573143,1064360404,243311931,2423292897,192678024,4194122,2935836,1,1193146644,653222,10,68,67,64,68
3060000,3054,85,0,67,3193004235,1878823481,477077839,4115607053,283480283,6812321,8836731,0,1754805471,1531423,1,68,67,64,79
3060000,3054,85,0,1,3162332306,1844291449,497773597,4053766098,296865860,8540963,10655078,10657,1778550946,1096853,2,82,80,73,82
3060000,3054,84,0,0,3192998934,1908162596,497844032,3971992594,272025575,7983781,6722588,0,1884014837,1230915,3,82,80,73,82
3060000,3054,85,0,0,3194744300,1917681842,584313816,3983329157,281992935,6846926,3142315,1,1842331655,2114849,4,86,83,74,85
3060000,3054,86,0,174,3193083365,1903886641,595971181,3950823104,262202561,7215974,2969724,0,1917547200,2430548,5,86,83,74,85
3060000,3054,87,0,83,3194726180,1826344559,392363770,4499691216,318254198,3852295,3349874,0,2164877690,973783,6,90,86,85,88
3060000,3054,85,0,0,3193642150,1959198018,676891759,3853009066,213399870,7072588,3315578,1,1796408290,2167664,7,90,86,85,88
3060000,3054,85,0,0,3194398412,1907117290,556573546,4039731915,280670479,5675978,13009096,0,1920551084,1772506,8,91,88,80,90
3060000,3054,85,0,0,3193152438,1917822283,528195268,4036851195,241098783,7329345,7550804,0,1879444385,1669637,9,91,88,80,90
3060000,3040,85,0,37,3194634236,1833248348,510092552,4076347318,318164276,6982349,2688264,1,1962130711,1204043,10,93,89,81,91
2926000,3040,85,0,2275,2930011648,1790063127,581196650,3607333204,205564397,6474383,3640603,1,1627542064,2216140,1,87,84,79,85
2926000,3054,85,0,1236,2927789799,1674669227,359091688,4088528729,353240306,5238222,2226464,0,1928850658,337325,2,87,84,79,85
2926000,3054,85,0,0,2926334127,1656453174,383553378,3914075613,324710287,5527903,2545303,0,1909337357,973895,3,86,83,78,84
2926000,3054,86,0,0,2927536796,1728013335,443722208,3728636295,283374352,6852855,8964252,1,1770618615,1072269,4,86,83,78,84
2926000,3054,84,0,0,2926536835,1696252755,421877511,3821302405,241141074,6714897,15321593,0,1734109188,1160878,5,86,82,77,84
2926000,3054,84,0,0,2927359735,1670020842,399078911,3756829481,267992653,6636888,5125565,0,1754019382,1313515,6,86,82,77,84
2926000,3054,85,0,8,2925794018,1682889109,493641476,3722858396,274501753,6999753,3887025,1,1771548391,1650631,7,85,82,77,83
2926000,3054,87,0,196,2927965961,1798010290,578505093,3565892301,206544471,6862952,3491425,0,1628655959,2303049,8,85,82,77,83
2926000,3054,85,0,255,2926522713,1661429933,374775545,4134382710,308373022,3637732,1152188,0,1984108152,1115926,9,85,82,78,84
2926000,3054,86,0,0,2927731926,1728371201,498700585,3708268555,294821858,6330143,4000486,1,1779896841,1369290,10,85,82,76,83
2128000,3054,84,0,0,2129554563,1248725502,298145627,2756192834,172575522,4263979,6584440,0,1241742056,913464,1,85,82,76,83
2128000,3054,85,0,0,2127551730,1231068501,299546687,2767336228,185223650,5095903,6844586,1,1281802878,1354704,2,78,75,73,76
2128000,3054,83,0,0,2127054287,1233301950,305061069,2728363069,183480807,5747702,6855412,0,1233137003,1071014,3,78,75,73,76
2128000,3054,85,0,0,2129485434,1228707313,264002215,2760419770,214122640,5006399,3141219,1,1276316180,654602,4,77,74,74,74
2128000,3054,87,0,0,2127357786,1236388097,351765581,2690277694,179842865,5866893,2597306,0,1251519736,1517794,5,76,73,70,74
2128000,3068,86,0,0,2127969347,1287345747,380671074,2631673450,150795331,5366575,2862135,1,1163308245,1703517,6,76,73,70,74
2128000,3068,84,0,0,2127159576,1224560742,301598952,2762576343,190006979,5624848,4060827,0,1276635183,1190836,7,74,72,71,73
2128000,3054,84,0,0,2128183131,1200709796,285361242,2717528791,206477773,6530826,5596472,0,1261472665,991172,8,74,72,71,73
2128000,3054,87,0,0,2126829874,1231365835,296142307,2779052117,212983886,4835985,3160944,1,1267827257,1180292,9,74,73,71,73
2128000,3054,86,0,0,2128235611,1229263392,294230148,2710292568,189216165,5807187,5118317,0,1240395475,690223,10,74,73,71,73
1596000,3054,84,0,0,1598303828,907540027,216056981,2059952355,155466288,4305210,2259316,1,934206013,912994,1,73,69,68,70
1596000,3054,84,0,0,1595712644,965679338,312871212,1874617187,109635545,4309283,2256892,1,884643695,1541962,2,73,69,68,70
1596000,3054,84,0,0,1623676512,925227242,204973833,2146589896,140465483,3281178,2336916,10661,995053628,671552,3,70,69,66,69
1596000,3054,86,0,0,1594196569,889807439,207896370,2108762359,159516374,4250027,4638089,0,940751891,492354,4,70,69,66,69
1596000,3054,87,0,0,1593816579,883351825,182913025,2090896869,169170340,5258806,3074594,2,961913789,695106,5,70,68,68,68
1596000,3054,86,0,0,1593972288,903512655,186325167,2112763136,158093621,5304476,3573112,2,936854491,618865,6,70,68,68,68
1596000,3054,88,0,0,1594029011,902511405,202022802,2090827416,160135126,4174334,2546840,2,892734813,1313555,7,70,67,66,68
1596000,3054,87,0,0,1594225373,953315884,274251357,1945172955,112940082,3983943,2348875,0,861057988,1629547,8,69,67,65,68
1596000,3054,85,0,0,1593963848,878828536,185425904,2116242297,158763526,5017614,3504068,1,948195658,676291,9,69,67,65,68
1596000,3054,86,0,0,1593936775,883872621,187530116,2151411511,139403528,4222530,3119725,0,910387144,1014173,10,68,68,66,67
2660000,3054,85,0,0,2660842434,1543490404,425074354,3281326546,244722271,8084567,4604756,1,1524214200,1624025,1,68,68,66,67
2660000,3054,86,0,0,2660847606,1593559697,504397959,3246153526,206536853,7094305,4020497,0,1436592211,2088012,2,76,73,69,74
2660000,3054,86,0,0,2659974176,1519124004,338983305,3448258944,262877384,7063734,4949133,0,1588896353,1005014,3,76,73,69,74
2660000,3054,86,0,0,2661526492,1570557934,453364123,3218690057,220233911,8231496,4164364,1,1478763658,1601974,4,78,75,71,76
2660000,3054,85,0,0,2654696376,1559392833,465202375,3337734152,201400044,6798554,3672297,10673,1497312436,1669657,5,78,75,71,76
2660000,3054,87,0,0,2660771168,1518095869,426315059,3337810784,279143242,8666089,4022206,20,1606504828,909103,6,79,76,72,76
2660000,3054,85,0,0,2659755632,1617341004,601521733,3028354681,209425568,7313966,3659355,0,1531264282,1746470,7,79,76,72,76
2660000,3054,85,0,0,2660599273,1514715791,391631899,3413729761,260222363,8081748,4254418,2,1527711330,1275089,8,78,77,74,77
2660000,3054,86,0,0,2659346884,1492860148,385092611,3402277856,234229115,8123815,4368457,0,1563005975,962501,9,78,77,74,77
2660000,3054,87,0,0,2660217643,1610375792,546653269,3148901983,206730318,7630636,3907429,2,1457797790,2052109,10,79,76,72,77
2128000,3054,86,0,0,2129519910,1228097960,321569426,2746094090,202017820,5894095,3352035,17,1207211418,1440974,1,79,76,72,77
2128000,2743,87,0,0,2128023521,1172706625,270567009,2865618458,202342733,5585723,3412560,2,1239261210,823565,2,76,72,72,74
2128000,2743,87,0,76,2127271068,1273283387,409365374,2503401810,178447771,5449202,2412648,0,1229146470,1682243,3,76,72,72,74
2128000,2732,86,0,221,2128218651,1222019108,338054268,2684007162,191889075,6145845,3957685,2,1211365170,1113318,4,74,72,70,73
2128000,2732,86,0,0,2127182300,1178985839,257776804,2882821583,185919511,5937864,4244731,0,1238599497,996562,5,74,72,70,73
2128000,2732,85,0,475,2127852498,1195484992,303491131,2751875256,235553242,7225985,4031752,2,1273847133,775382,6,74,72,70,73
