frequency,fan_speed,context-switch,cpu-migration,page_fault,cycles,pc1,pc2,instructions,branches,branch-misses,cacher,io,lid,cache-misses,Second,core_2,core_3,core_4,core_1
2926000,3000,2,0,0,2929818188,1689707521,672303296,2856194282,483618322,15268412,14707788,1,1250816556,2524085,1,63,62,60,67
2926000,2986,4,0,0,2927296130,1655726682,764445182,2798880376,488749834,16679394,14677534,1,1164459680,2542056,2,63,62,60,67
2926000,2986,4,0,0,2926569075,1654759179,737951540,2801150895,483425346,17690782,13804304,0,1135496334,2918154,3,62,62,60,68
2926000,2986,2,0,0,2927270654,1675602764,751007976,2738513941,466941190,18157912,13715931,1,1181511020,2636890,4,62,62,60,68
2926000,2986,4,0,0,2926599275,1633280282,766434231,2741192570,462588000,17835797,12107373,422,1174901850,2438116,5,63,62,67,67
2926000,2986,4,0,102,2927368475,1683296322,777204195,2735673040,456357853,17325163,13000764,1,1152873813,2815745,6,63,62,67,67
2926000,2986,2,0,1056,2926968071,1684880368,761980530,2795141331,466814780,16412128,12833712,1,1129528083,3186830,7,63,62,62,67
2926000,2986,2,0,315,2927386296,1641369416,732878267,2834398795,490588165,17462319,12558553,0,1234854256,2088526,8,63,62,62,67
2926000,2986,2,0,303,2927112221,1710357352,743368561,2744425849,465852977,16260153,12831221,1,1199817380,2620355,9,61,60,61,66
2926000,2986,4,0,135,2926663798,1735006672,811600354,2673946089,461769728,16762902,12845632,0,1136157487,3034223,10,62,60,61,67
2394000,2986,2,0,827,2396035276,1375652124,619397007,2291817440,381566079,13535097,10135100,2,936476190,2770974,1,62,61,60,67
2394000,2986,2,0,816,2394490769,1368180578,610127734,2234027825,372498010,13803822,10404406,1,947095102,3002582,2,61,61,60,64
2394000,2986,4,0,585,2392028314,1291948521,492514624,2463149797,441278093,14945945,13251775,0,1103986766,1025527,3,61,63,59,64
2394000,3000,4,0,14,2394527968,1381485064,611128899,2229018100,367789432,13681995,9351813,1,942664311,2690136,4,60,63,59,64
2394000,3000,2,0,633,2393494147,1253562428,457849632,2515311790,447869506,14987695,13268455,1,1140956015,878591,5,60,59,58,64
2394000,2986,2,0,575,2394777656,1390964831,645397500,2197669646,356680025,13517199,11760901,0,931369246,2892756,6,59,58,58,63
2394000,2986,2,0,576,2393521070,1427852667,659109623,2199652456,365917102,12868691,11452767,1,903396581,3021029,7,59,58,58,63
2394000,2986,4,0,1879,2394626175,1291167301,454143891,2587360318,455368499,13648795,11530712,1,1095723482,1531603,8,60,59,58,62
2394000,2986,2,0,433,2393480366,1356827034,572132817,2269344928,378470265,13740313,10718415,0,955634428,2942690,9,60,59,58,62
2394000,2986,4,0,1184,2394751918,1446613124,633593570,2351781099,377176307,9770419,6923670,1,1032693325,4399192,10,60,59,59,63
1862000,2986,2,0,3062,1863769985,994715145,369735250,2071954039,363137625,7678401,8231668,3,968144803,2555447,1,59,58,58,60
1862000,2986,4,0,881,1861336211,1050726812,429580017,1885902685,314087403,8656852,19508666,0,834041449,2311622,2,59,58,58,60
1862000,2986,2,0,3486,1843062084,1114506106,470449648,1822363297,332510594,8782501,9807978,2,833680802,2933131,3,58,57,57,59
1862000,3000,2,0,1554,1861079037,1166081967,492994994,1609046856,275072421,7724602,6993960,1,679325199,3202642,4,58,57,57,59
1862000,3000,2,0,512,1860498733,994585885,379609998,2000090753,354428124,10228866,8531531,1,894945574,2041097,5,58,57,56,59
1862000,2986,4,0,0,1860892186,1099420979,507546632,1640343761,259221654,10136324,10163253,0,664754888,3315419,6,58,57,56,59
1862000,2986,2,0,0,1860482927,984410224,336392556,2030035220,359794303,10705180,8673882,1,897904067,1152968,7,58,57,56,59
1862000,2986,2,0,6,1861074517,1105601349,534765449,1629204861,259087053,9823762,7997414,1,686261549,3149569,8,58,57,57,59
1862000,2986,2,0,0,1860373537,1017574693,374600589,2026695425,356408614,8821483,8760867,1,941777028,1711358,9,58,57,57,59
1862000,2986,4,0,0,1860690480,990582488,374721067,2000290101,352057862,9816947,9266865,0,889930953,1322105,10,57,57,57,59
2128000,2986,0,0,0,2128040898,1249899376,568323712,1900518595,297972653,11842674,9905288,1,763871120,3616623,1,57,57,57,59
2128000,2986,2,0,0,2127675198,1225922326,510391719,2131509729,380550966,9507416,13233947,1,1029642628,2691157,2,58,57,56,60
2128000,2986,2,0,0,2127373901,1286685892,601750518,1828576986,289685238,11090806,8897462,1,773318340,3603221,3,58,57,56,60
2128000,2986,4,0,0,2127736396,1139064253,425013250,2292179714,396356325,12386684,8241111,1,924328287,2064382,4,58,57,57,60
2128000,2986,2,0,0,2127065012,1246865923,566514125,1931597316,312391353,12131540,9326711,0,800279751,3018161,5,58,57,57,60
2128000,2986,2,0,2622,2128136224,1391539930,755486520,1561479755,226375883,9956087,11588937,1,652855394,5740551,6,57,57,57,60
2128000,2986,2,0,4630,2127443790,1198256866,325715049,2737467819,447414466,5159117,4432484,0,1236254297,3317751,7,57,57,57,60
2128000,2986,6,0,949,2129223988,1164668028,165281465,3158591154,592817146,619044,744652,1,1541805708,818320,8,58,58,56,60
2128000,2986,2,0,595,2127212573,1213479281,439522527,2435641760,407071802,2189842,16959992,1,1234148870,3117159,9,58,58,56,60
2128000,2986,2,0,1310,2127640420,1252522531,629187725,1881411035,327096654,11056761,13808654,1,858153352,5131095,10,57,57,56,60
1596000,2986,2,0,3831,1598191049,939791907,282974753,1607403453,319816228,6619510,27077337,2,715082343,2825363,1,57,56,55,58
1596000,2986,4,0,1,1594903081,928625423,459741204,1621935412,228170372,6252326,26027297,0,744041878,3781513,2,57,56,55,58
1596000,2986,2,0,2,1594405770,890235994,398352611,1665750499,247922390,6263383,26056457,1,769603391,2787989,3,57,56,56,58
1596000,2986,2,0,14,1595408979,923799249,408270659,1583076574,243533798,5143983,23848598,0,737395399,3228297,4,57,56,56,58
1596000,2986,2,0,314,1595006363,1015925138,462506359,1157352894,184391022,10425712,13837220,1,511175128,3690262,5,56,56,55,58
1596000,2986,4,0,3015,1595292800,840229306,311886371,1774381709,301420584,9163429,10895528,1,721382253,4349669,6,56,56,55,58
1596000,2986,2,0,159,1594919475,1001544481,217449178,1602774201,331913682,2463771,4550138,2,720530176,1089265,7,56,56,55,58
1596000,2986,2,0,0,1595290637,1013218160,211483227,1599020986,337708634,1979595,5004108,1,717050919,1186791,8,56,56,55,58
1596000,2986,0,0,197,1594902017,879962573,385806328,1704165657,301736652,7121784,13788045,2,784822915,3228917,9,56,55,54,58
1596000,2973,4,0,0,1595715814,962432447,470392672,1309031769,189813139,8830043,6612120,0,501609787,4108754,10,56,55,54,58
2660000,2973,5,0,3391,2661491497,1386599266,543701405,2801560796,505610981,16671663,9869513,23,1254810722,1560480,1,58,57,55,62
2660000,2973,2,0,1980,2660425265,1365313797,475311925,2878322688,504976622,17005231,11227148,0,1277920333,597647,2,58,57,55,62
2660000,2973,2,0,833,2660052762,1398376796,500470713,2840530159,501146674,17335802,11999550,1,1186948879,852609,3,57,57,56,63
2660000,2973,4,0,1,2660383864,1409512275,534685895,2741306143,477884073,17725364,11527014,8,1144355127,1211113,4,57,57,56,63
2660000,2973,2,0,346,2659974774,1411314751,571968860,2698636323,466967376,17544383,11988767,0,1162618385,1159063,5,58,58,57,63
2660000,2986,2,0,1273,2660534698,1421405181,522319473,2823838915,475840614,16679497,10730251,1,1146075732,1302072,6,58,58,57,64
2660000,2986,2,0,1077,2660254911,1414020065,532713574,2740595186,486530798,16458399,13179560,0,1211212375,907424,7,58,58,56,64
2660000,2973,4,0,773,2660649332,1438992047,530744329,2712463237,480662110,16368944,12176724,1,1146883603,1417651,8,58,58,56,62
2660000,2973,2,0,900,2660148245,1429955305,516509549,2696892042,473990527,16728772,11530114,0,1208615747,1074708,9,59,58,58,62
2660000,2986,30,1,953,2660527407,1285011477,482436789,3040111156,410860969,17573980,9781225,6,1345883472,985243,10,59,58,58,64
2926000,2986,64,0,985,2927789649,1241435616,474407018,3799295142,351773804,19717405,6252696,19,1642518486,796775,1,68,60,60,66
2926000,3068,65,0,153,2927087109,1280866518,515530836,3752699841,351189980,19592713,6840036,0,1646044076,1224793,2,68,60,60,66
2926000,3068,64,0,516,2926443037,1265196962,442065514,3876703389,352847741,19311347,5714601,1,1671907202,921898,3,70,61,62,68
2926000,3054,65,0,77,2927317424,1280657131,487333775,3753510415,363724413,18427143,8682370,0,1678053220,1026643,4,70,61,62,68
2926000,3054,65,0,82,2926492887,1241556873,487500102,3796245052,349747659,18456185,7479959,2,1660870986,1107076,5,71,62,64,69
2926000,3054,65,0,0,2926986214,1252802222,484168144,3853581463,382424169,18655140,5503075,7,1684293253,952413,6,71,62,64,69
2926000,3054,62,0,81,2920291888,1282059607,480142490,3748708928,335099891,18628841,5401038,10655,1550865756,1226651,7,71,62,64,69
2926000,3054,64,0,456,2928063270,1235002787,468408862,3846112775,362891208,19525814,5967635,1,1664471311,1160909,8,72,63,64,69
2926000,3054,64,0,2946,2926871587,1291895459,478007406,3889818756,362547468,17038736,5009696,1,1694300611,1545716,9,72,63,64,70
2926000,3068,65,0,3448,2928235791,1275473171,462298314,3920415550,352526193,17738993,9130760,0,1665546648,1141096,10,72,62,65,70
1596000,3068,65,0,495,1597949344,692021280,239221906,2034907469,198793115,10571474,3640510,2,927241020,963199,1,72,62,65,64
1596000,3054,65,0,1184,1594274917,656951386,222812355,2193718661,192836473,10741104,3999013,1,899921288,1423963,2,65,60,60,64
1596000,3054,64,0,0,1594010560,728753067,180965158,2108048914,231284406,7885918,2704664,0,956383041,506713,3,65,60,60,62
1596000,3054,66,0,71,1595030983,663950240,250131708,2124264091,185128652,10370606,3306670,1,902819276,1213628,4,63,62,59,63
1596000,3054,64,0,1701,1594749968,712463453,228673316,2165468694,202627363,8554056,2929726,1,984156842,1752309,5,63,62,59,63
1596000,3054,63,0,433,1595842970,690964275,191480101,2294291516,220168287,7812068,2181392,1,1019428339,1145625,6,63,60,59,61
1596000,3054,65,0,1525,1594900135,686190548,236365089,2039957939,197254778,10159384,3110675,0,939952779,1152795,7,63,60,59,61
1596000,3054,65,0,4025,1595573732,697492608,238744864,2134229133,199370026,8920785,7131350,1,923108538,2288266,8,62,58,58,61
1596000,3054,64,0,0,1594625896,735965092,310653334,1961430779,188970307,10351465,7212657,0,923118981,1924353,9,62,58,58,61
1596000,3068,65,0,0,1590732674,726684556,245933267,2184962400,196777658,9742337,5924449,7,858363081,1448860,10,61,59,59,60
2660000,3068,64,0,2540,2661971669,1230535559,479996556,3332102561,305735912,17241004,7957896,1,1490219707,1892999,1,61,59,59,60
2660000,3068,65,0,174,2661454071,1232335771,458886416,3401407970,317825427,14649792,4265110,1,1473822971,1365544,2,67,60,59,65
2660000,3068,65,0,279,2660483442,1237360973,389733711,3459789141,355171288,12919555,4147370,0,1549230064,1159677,3,67,60,59,65
2660000,3068,64,0,151,2661534398,1180735103,483130050,3350086384,323855947,17054795,5246919,1,1500502670,1382323,4,68,60,61,66
2660000,3068,64,0,0,2660213016,1166876032,431549632,3483613686,299257622,16441719,4971712,0,1478050832,1389798,5,68,60,61,66
2660000,3054,65,0,0,2661315105,1118877634,388742291,3504066440,353544409,17170420,7667061,1,1572398937,639400,6,69,61,62,67
2660000,3054,64,0,0,2660200156,1181401092,425607744,3462077682,299224428,17291040,5104564,0,1459570094,1515110,7,69,61,62,67
2660000,3054,64,0,0,2661359237,1169063558,453565098,3404920641,328916285,17309214,6103068,1,1498498459,1290491,8,69,62,63,67
2660000,3054,64,0,0,2660189274,1132593898,386059927,3560562344,342691647,18010049,7272303,19,1546364984,582118,9,69,62,63,67
2660000,3040,63,0,0,2651225809,1193641465,489122743,3363996249,288424127,17374728,5352962,10726,1460550360,1502086,10,70,62,68,68
3060000,3040,63,0,0,3194883338,1403377905,563506755,4121166652,369413851,21485100,6159765,19,1739311352,1507803,1,76,64,66,74
3060000,3054,66,0,0,3194331833,1364290722,484674574,4154539923,423189049,22415728,6559775,0,1873309957,858183,2,76,64,66,74
3060000,3054,64,0,0,3193255698,1374248733,508724131,4153174777,377480557,20870113,6680762,2,1815366227,1288830,3,79,69,69,76
3060000,3054,65,0,0,3194332052,1366755930,528658949,4078096021,373129595,21628638,6266989,1,1781136563,1563600,4,79,69,69,76
3060000,3054,65,0,0,3193485512,1355119675,458056638,4263528754,403642855,21800827,7537551,2,1865540057,675837,5,80,67,70,76
3060000,3054,64,0,312,3194808334,1401094120,572967489,4064663237,376533989,20774716,6791800,0,1789395245,1487554,6,80,67,70,76
3060000,3054,64,0,441,3193331285,1380358591,502500072,4175561634,395540675,22796723,6166004,2,1784289585,1022629,7,80,68,69,76
3060000,3054,65,0,23,3194163390,1366442369,588159446,4007876237,361147272,21529171,8030220,1,1798936416,1501872,8,80,68,69,76
3060000,3054,65,0,766,3193705083,1418675995,564390883,4092175670,363485914,20932886,6690933,2,1725189355,1622406,9,82,68,71,77
3060000,3054,64,0,148,3194365468,1360008484,511421988,4149311145,407396599,22244571,7746783,1,1863170425,870104,10,84,68,76,79
2128000,3054,65,0,417,2129938579,938341361,368209517,2680383804,235454632,14011277,4071840,1,1168259793,1371273,1,84,68,76,79
2128000,3068,65,0,181,2127476329,880070766,306376393,2865110331,275313666,14821651,5151782,0,1219882148,711828,2,71,66,66,69
2128000,3068,64,0,78,2127097913,898691837,317563583,2813263039,281610052,14502397,4778915,1,1248856035,425403,3,71,66,66,69
2128000,3054,64,0,346,2127903283,947536753,396887694,2678070084,240482096,13521160,3659449,1,1169203366,1482739,4,69,62,65,67
2128000,3054,64,0,63,2126990984,909229224,307313683,2878641054,284350858,14160081,4501965,0,1233569803,582748,5,69,62,65,67
2128000,3054,65,0,214,2127578556,886086297,304957887,2810703047,288069421,14566230,4408693,1,1271368933,496857,6,68,62,64,66
2128000,3054,65,0,580,2127054751,967086673,395863195,2645430308,216419507,13910070,3955187,0,1135006505,1559153,7,68,62,64,66
2128000,3054,64,0,100,2127476632,898905125,306670632,2817024168,281759854,14664791,5210707,1,1238012664,616629,8,68,64,64,66
2128000,3054,64,0,145,2127070389,859865327,299504408,2845990996,285669804,14790851,4672909,1,1242881367,562329,9,68,64,64,66
2128000,3040,65,0,404,2127723031,958481226,388921222,2650344849,219848378,14105365,4564065,0,1118731180,1737182,10,68,62,62,66
1862000,3040,64,0,2,1861703200,784818305,267599225,2484349759,247938686,13223301,4736826,2,1066699097,880024,1,68,62,62,66
1862000,3054,64,0,165,1860804481,769138632,258097855,2484934704,252505402,12982725,4231075,0,1108463325,510757,2,66,61,61,63
1862000,3054,65,0,591,1860690772,835746848,319955575,2360184201,196858451,12495351,3646863,1,961624437,1742480,3,66,61,61,64
1862000,3068,65,0,62,1860820366,790126861,281705248,2436345662,235731710,12680785,4273903,1,1084153698,644505,4,65,61,62,64
1862000,3068,66,0,2848,1860162990,780488537,254669152,2538392869,256517406,11798660,3995364,0,1105213686,574237,5,65,61,62,63
1862000,3068,64,0,1305,1861020164,781151011,247047243,2491957981,242459653,12189724,4082247,1,1123592397,303936,6,65,60,60,63
1862000,3068,64,0,6149,1860684618,826208455,285967399,2525276092,229477372,10089902,3282863,0,1121974136,1434973,7,65,60,60,64
1862000,3054,65,0,1877,1861050107,806577031,242208122,2590875114,263224584,9836911,2822847,1,1158700339,707279,8,65,59,60,64
1862000,3054,65,0,3263,1860600089,820657077,305200316,2379054775,233758318,10909682,8623754,0,1073447963,1313817,9,65,59,60,62
1862000,3054,64,0,515,1861536977,803606770,272835360,2532137373,227022423,10530824,7448889,1,1079613947,1374759,10,64,59,60,63
2394000,3054,64,0,293,2395221400,1088000483,359820241,3113813615,319143777,13300958,5808314,1,1383948372,1438485,1,64,59,60,63
2394000,3054,67,0,1369,2394727626,1036718332,346935587,3269266222,322422635,12473350,3987389,1,1403701146,1547125,2,68,61,63,65
2394000,3054,66,0,0,2393732728,1050311283,365226720,3177898793,296265047,14718103,5458277,0,1359322233,1228411,3,68,61,63,65
2394000,3054,64,0,10,2394582599,1055020686,393174394,3109113256,305863144,15051376,4595505,1,1389712134,1065030,4,67,62,61,66
2394000,3054,64,0,0,2393765926,1079154612,344217414,3242172955,323214788,13231879,3748205,0,1450016775,1046305,5,67,62,61,66
2394000,3054,65,0,0,2394513706,1055395515,392064167,3116427656,286980326,14728633,7628319,1,1331518416,1289805,6,68,61,62,66
2394000,3054,64,0,26,2393862376,1065200622,379256370,3178878587,293604585,14198798,4714216,0,1351213610,1909723,7,68,61,62,66
2394000,3040,65,0,0,2394269566,1039693087,379615629,3145382807,293088398,15145549,4449516,1,1358051510,947070,8,68,61,62,66
2394000,3040,64,0,1,2393949837,1027346459,351545908,3207290248,293939558,15898035,4771214,1,1343625559,848675,9,68,61,62,67
2394000,3054,65,0,1,2394361370,1021393099,338730835,3211695724,333707209,14734585,5245514,0,1436761113,411731,10,68,61,62,67
1596000,3054,65,0,0,1596673002,681293813,240396663,2131052364,186312128,10536034,3561764,1,915274419,888832,1,64,60,61,63
1596000,2755,64,0,0,1595300596,662996896,230441655,2098566648,204317505,11138008,3306275,1,937427498,707569,2,64,60,61,63
1596000,2755,64,0,0,1595008792,692373454,200168925,2273029094,216451125,8442885,2623592,1,968166641,1427547,3,64,60,60,62
1596000,2732,65,0,500,1595317210,677089758,232681237,2064533978,207630893,10994887,3675073,1,934945909,831813,4,64,59,60,62
1596000,2732,64,0,0,1594858462,692167131,256548083,2117557169,187150149,9778482,7535693,0,897225351,1199618,5,64,59,60,62
1596000,2721,64,0,987,1595363548,712747462,246797288,2018211935,191681527,10662310,5090392,2,917248799,932418,6,63,59,59,61
1596000,2721,64,0,897,1594664907,689622686,189289558,2144348043,210114605,9554449,6530066,1,924036074,1047183,7,63,59,59,61
1596000,2732,66,0,0,1595436827,662568777,219857884,2198833804,193688670,10285287,3143922,2,892408789,1477358,8,63,59,59,61
1596000,2732,64,0,0,1594700477,721961811,240787116,2039083451,185366242,10183927,3100752,0,882240764,862630,9,63,59,59,61
1596000,2732,64,0,0,1595800427,719017737,173180239,2080887482,216782269,9692336,1915689,1,889587080,183487,10,62,59,58,61
1862000,2732,64,0,0,1864147270,839024300,260002506,2496623549,240500464,10495306,3081518,19,1017890562,531811,1,63,60,59,62
1862000,2732,65,0,209,1861947982,819285887,278414120,2487401720,229384221,10887800,3444585,0,1069072955,1261640,2,63,60,59,62
1862000,2732,65,0,0,1861239060,800767270,202386184,2718545558,276074391,8087167,2475714,2,1219952482,701396,3,64,60,61,62
